;Drug Id;Drug Name;Generic Name;Brand Name;Company Name;Therapy Area;Indication;Development Stage;Drug Geography;Alias Name;Route of Administration;Target;Mechanism of Action;Molecule Type;ATC Classification;Immunotherapy;Line of Therapy;Chemical Name;Chemical Formula;CAS Number;Drug Description;Mechanism of Action Description;R&D Progress;Highest Development Stage;Drug Type;Last Development Stage;Inactive/Discontinued Date;Reason for Discontinuation;Drug Descriptor;Application Type;Rare Disease
;289518;NEO-5024;;;Neomed Institute;Respiratory; Cough;Inactive; Global;NEO5024, NEO 5024  ,;Oral;P2X Purinoceptor 3 (P2RX3) ;P2X Purinoceptor 3 (P2RX3) Antagonist;Small Molecule;"G04BX Other urologicals; N02 ANALGESICS; R05DB Other cough suppressants";;;;;;NEO-5024 was under investigation for the treatment of interstitial cystitis (PBS/IC), visceral pain, chronic refractory cough and osteoarthritis (OA) pain. The drug candidate is administered through oral route. The drug candidate is a potent antagonist of P2X purinoceptor 3 (P2X3) receptor. P2X3 receptor is implicated in peripheral pain responses, and also participates in pathways controlling urinary bladder volume reflexes.;NEO-5024 exhibits its effects by acting as antagonist to P2X purinoceptor 3 (P2X3) receptor. P2X3 ligand-gated ion channel may transduce ATP-evoked nociceptor activation. ATP released from damaged or inflamed tissues act at P2X receptors and results in depolarization can initiate action potentials that are interpreted centrally as pain. The drug candidate binds to the P2X3 receptor and blocks ATP-mediated hypersensitivity in primary afferents, thereby reducing the diseased condition.;" In January 2013, the company reported the estimated patent expiry for NEO5024 is November 2030, potentially extendable by up to 5 years. The company also filed matter application of US composition. In 2014, NeoMed Institute reported that it planned to finalize complete preclinical PK/PD studies and initiate IND-enabling studies. NEOMED is open for co-development alliances for this opportunity. In November 2012, AstraZeneca Canada and Pfizer Canada formed a partnership with the Quebec government to create the NEOMED Institute, a new kind of life sciences research center. A total of USD 100 million will be invested to establish and support the research center over five years.; In November 2012, AstraZeneca Canada and Pfizer Canada formed a partnership with the Quebec government to create the NEOMED Institute. A total of USD 100 million will be invested to establish and support the research center over five years. AstraZeneca Canada is donating USD 35 million to the NEOMED Institute. It also includes the donation of intellectual property to three AstraZeneca pain molecules and projects. Pfizer Canada is providing a financial contribution of approximately USD 3.5 million, and the Quebec government is contributing USD 28 million toward the project.; NeoMed Institute reported that NEO-5024 has high potency at P2X3, selectivity versus P2X1, P2X2, P2X2/3, and P2X4, and oral efficacy in vivo. NEO5024, a predecessor to NEO5937, had been used to show in vivo efficacy of P2X3 antagonism in the rat cyclophosphamide model of PBS/IC and inflammatory models ( monoiodoacetate-induced arthritis model and Freund's completeadjuvant paw model). NEO-5024 had shown high efficacy than celecoxib in the NSAID sensitive and insensitive phase. NEO5024 is orally efficacious in rat models of inflammatory and visceral pain and in a guinea pig cough model. Its higher selectivity for human P2X3.; NeoMed Institute was investigating NEO-5024 for the treatment of interstitial cystitis (PBS/IC), visceral pain, chronic refractory cough and osteoarthritis (OA) pain. As of october 2015, the drug candidate was in preclinical stage of development.";Inactive;Innovator;Preclinical;05-Oct-2015;;;;
;289518;NEO-5024;;;Neomed Institute;Central Nervous System;" Interstitial Cystitis (Painful Bladder Syndrome/Bladder Pain Syndrome); Osteoarthritis Pain; Visceral Pain";Inactive; Global;NEO5024, NEO 5024  ,;Oral;P2X Purinoceptor 3 (P2RX3) ;P2X Purinoceptor 3 (P2RX3) Antagonist;Small Molecule;"G04BX Other urologicals; N02 ANALGESICS; R05DB Other cough suppressants";;;;;;NEO-5024 was under investigation for the treatment of interstitial cystitis (PBS/IC), visceral pain, chronic refractory cough and osteoarthritis (OA) pain. The drug candidate is administered through oral route. The drug candidate is a potent antagonist of P2X purinoceptor 3 (P2X3) receptor. P2X3 receptor is implicated in peripheral pain responses, and also participates in pathways controlling urinary bladder volume reflexes.;NEO-5024 exhibits its effects by acting as antagonist to P2X purinoceptor 3 (P2X3) receptor. P2X3 ligand-gated ion channel may transduce ATP-evoked nociceptor activation. ATP released from damaged or inflamed tissues act at P2X receptors and results in depolarization can initiate action potentials that are interpreted centrally as pain. The drug candidate binds to the P2X3 receptor and blocks ATP-mediated hypersensitivity in primary afferents, thereby reducing the diseased condition.;" In January 2013, the company reported the estimated patent expiry for NEO5024 is November 2030, potentially extendable by up to 5 years. The company also filed matter application of US composition. In 2014, NeoMed Institute reported that it planned to finalize complete preclinical PK/PD studies and initiate IND-enabling studies. NEOMED is open for co-development alliances for this opportunity. In November 2012, AstraZeneca Canada and Pfizer Canada formed a partnership with the Quebec government to create the NEOMED Institute, a new kind of life sciences research center. A total of USD 100 million will be invested to establish and support the research center over five years.; In November 2012, AstraZeneca Canada and Pfizer Canada formed a partnership with the Quebec government to create the NEOMED Institute. A total of USD 100 million will be invested to establish and support the research center over five years. AstraZeneca Canada is donating USD 35 million to the NEOMED Institute. It also includes the donation of intellectual property to three AstraZeneca pain molecules and projects. Pfizer Canada is providing a financial contribution of approximately USD 3.5 million, and the Quebec government is contributing USD 28 million toward the project.; NeoMed Institute reported that NEO-5024 has high potency at P2X3, selectivity versus P2X1, P2X2, P2X2/3, and P2X4, and oral efficacy in vivo. NEO5024, a predecessor to NEO5937, had been used to show in vivo efficacy of P2X3 antagonism in the rat cyclophosphamide model of PBS/IC and inflammatory models ( monoiodoacetate-induced arthritis model and Freund's completeadjuvant paw model). NEO-5024 had shown high efficacy than celecoxib in the NSAID sensitive and insensitive phase. NEO5024 is orally efficacious in rat models of inflammatory and visceral pain and in a guinea pig cough model. Its higher selectivity for human P2X3.; NeoMed Institute was investigating NEO-5024 for the treatment of interstitial cystitis (PBS/IC), visceral pain, chronic refractory cough and osteoarthritis (OA) pain. As of october 2015, the drug candidate was in preclinical stage of development.";Inactive;Innovator;Preclinical;05-Oct-2015;;;;
;93886;NER-1009;;;Norgine BV;Gastrointestinal; Inflammatory Bowel Disease;Inactive; Global;IBD Programme,NER1009,NER 1009,;Oral;C-C Chemokine Receptor Type 9 (G Protein Coupled Receptor 28 or GPR 9-6 or CDw199 or CCR9);C-C Chemokine Receptor Type 9 (G Protein Coupled Receptor 28 or GPR 9-6 or CDw199 or CCR9) Antagonist;Small Molecule;A07E INTESTINAL ANTIINFLAMMATORY AGENTS;;;;;;NER-1009 was under development for the treatment of inflammatory bowel disease (IBD). The drug candidate is administered by oral route. It acts by targeting CCR9. It is developed based on integrated drug discovery platform.;NER-1009 acts as CCR9 antagonist. CCR9 is a key chemokine receptor mediating the local inflammatory responses in the GI tract. It mediates chemotaxis to CCL25, which is selectively expressed in the thymus and small intestine, and plays an important role in the recruitment of T cells into gut mucosa. The drug candidate controls the inappropriate immune system response underlying inflammatory bowel disease (IBD) by blocking the activity of the CCR9 chemokine receptor.;" In October 2011, Norgine and Jubilant Biosys Ltd., (subsidiary of Jubilant Life Sciences Ltd) announced that they have entered into a discovery partnership. The collaboration, spanning an initial period of three years will provide a platform for Norgine to develop multiple targets utilising Jubilant Biosys integrated drug discovery platform targeting gastrointestinal diseases. Under the terms of the agreement Jubilant will deliver preclinical candidates to Norgine who will own all rights to further development and commercialisation of the candidates. The collaboration was terminated.; Norgine BV was developing NER-1009 for the treatment of inflammatory bowel disease (IBD). As of November 2013, the drug candidate was in preclinical stage of development.; Researchers reported that the work aimed at producing new, orally active CCR9 antagonists based on the 1,3-dioxoisoindoline skeleton, led to a number of compounds that were potent in the nanomolar range and which, on optimization, resulted in several possible preclinical development candidates with excellent PK properties.";Inactive;Innovator;Preclinical;19-Nov-2013;;;;
;5519;Neurodur;;;Xechem International, Inc (Inactive);Central Nervous System; Multiple Sclerosis;Inactive; Global;C-201,C201,C 201,;Oral;Calcium Activated Neutral Protease (Calpain or CANP or CAPN or EC 3.4.22.);Calcium Activated Neutral Protease (Calpain or CANP or CAPN or EC 3.4.22.) Inhibitor;Small Molecule;N07XX Other nervous system drugs;;;;;;C-201(Neurodur) was under development for the treatment of multiple sclerosis (MS). Neurodur is a pro-drug which is developed using targeted protease inhibitor platform technology. The drug candidate is a small molecule, neuron-targeted protease inhibitor. In autoimmune demyelinating diseases such as multiple sclerosis (MS), the degradation of myelin proteins results in destabilization of the myelin sheath. Thus, proteases have been implicated in myelin protein degradation, and some studies have demonstrated that increased expression and activity of a calcium-activated neutral proteinase (calpain) in multiple sclerosis. Muscular dystrophies are a group of genetic conditions characterized by progressive muscle weakness and wasting (atrophy).;Neurodur targets the nerve cells. It is a neuron-targeted protease inhibitor. It act by binding to specific membrane transporters which enable them and their passengers to be deposited within the neuronal cells. The inhibitor, (an analogue) leupeptin, is a tripeptide produced by streptomyces strains. Neurodur is a small molecule that combines an analog of taurine, a membrane transport molecule that targets neurons, with the active portion from the tripeptide leupeptin, a known calpain inhibitor. Calpain is thought to play an important role in nerve cell degeneration. By specifically delivering leupeptin to the nerve cells and, thus, inhibiting calpain activity, it is expected that nerve tissue will be preserved. MS patients suffer from a damaging up regulation of calpain.;" CepTor Corporation (acquired by Xechem International) was engaged in the development of Neurodur (C-201) for the treatment of multiple sclerosis (MS). As of March 2006, the drug candidate was in preclinical stage of development. In September 2005, CepTor announced that they filed a PCT international patent application for Neurodur. Xechem International, Inc. and Xechem, Inc. Complete Chapter 7 and all assets were sold at auction on August 24, 2011.; In April 2004, Ceptor Corporation was awarded research grant of USD 145,226 from National Institute on Deafness and Other Communication Disorders (1R41DC006371-01A1) for the project entitled “Protection from Hearing Loss Using Calpain Inhibitors”.; The results of Experimental Autoimmune Encephalomyelitis (EAE) mouse model testing demonstrated that the reduction of clinical symptoms of multiple sclerosis in EAE mice treated with oral Neurodur were statistically significant. It also profoundly reduced the clinical signs associated with in a mouse model. In the MS mouse model, all Neurodur treated mice lived while all the untreated mice died. It was further demonstrated that the delivery of Neurodur was enhanced to the brain and spinal cord of the mice where there were also no signs of inflammation.";Inactive;Innovator;Preclinical;31-Mar-2006;;;;
;177453;New Generation Program;;;Revotar Biopharmaceuticals AG;Immunology; Inflammation;Inactive; Global;;"Inhalational; Intravenous; Oral";Selectin (CD62);Selectin (CD62) Inhibitor;Small Molecule;R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES;;;;;;New generation program was under development for the treatment of inflammatory diseases such as chronic obstructive pulmonary disease (COPD) and acute lung injury (ALI). The drug candidate is administered orally, intravenously or inhalationally. The drug candidate targets selectin. The drug candidate contains carbohydrate free backbone. Selectins are a family of glycan protein binding cell adhesion molecules (C-lectins).;"New generation program is a pan-selectin inhibitor. Selectins are glycan binding proteins that play a key role in the body's defense mechanism against inflammation and are also potent mediators of inflammation. Selectins mediate the initial rolling or ""tethering"" of leukocytes on the vascular endothelium following inflammation or injury which leads to migration of inflammatory cells from the circulation into the surrounding tissue. They also activate inflammation cascade leading to vascular adhesion and activation of different leukocytes allowing their extravasation from the bloodstream into the inflamed tissue. The drug candidate binds to the selectin. Consequently selectins can no longer interact to their carbohydrate-containing binding partners. Inhibition of selectin binding to the endothelium might check the progression of inflammatory diseases.";" Revotar Biopharmaceuticals was engaged in the development of new generation program for the treatment of inflammatory diseases such as chronic obstructive pulmonary disease (COPD) and acute lung injury (ALI). In 2012, the drug candidate was under pre-clinical stage of development. Revotar Biopharmaceuticals AG has filed for bankruptcy.; The New Generation program revealed compounds which have drug-like properties (e.g. fulfill Lipinsky rules) which are novel SMDs with carbohydrate free backbone, which are potent (pan-) selectin antagonists, which show anti-inflammatory efficacy in several selectin-dependent animal models which are available for oral, intravenous and inhalative application, which are protected by a substantial patent portfolio. Since selectins are involved in the pathogenesis of most inflammatory diseases there is a broad spectrum of therapeutic areas as options for development of New Generation substances. Revotar currently focuses on developing its New Generation selectin antagonists for respiratory inflammatory indications like COPD and ALI. Ongoing/planned activities are extended in vivo evaluation of promising candidates, evaluate different indication tailored formulations (e.g. oral or inhalation for COPD), scale-up synthesis of selected compounds, start regulatory preclinical safety package..";Inactive;Innovator;Preclinical;20-Feb-2012;;;;
;177453;New Generation Program;;;Revotar Biopharmaceuticals AG;Respiratory;" Acute Lung Injury; Chronic Obstructive Pulmonary Disease (COPD)";Inactive; Global;;"Inhalational; Intravenous; Oral";Selectin (CD62);Selectin (CD62) Inhibitor;Small Molecule;R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES;;;;;;New generation program was under development for the treatment of inflammatory diseases such as chronic obstructive pulmonary disease (COPD) and acute lung injury (ALI). The drug candidate is administered orally, intravenously or inhalationally. The drug candidate targets selectin. The drug candidate contains carbohydrate free backbone. Selectins are a family of glycan protein binding cell adhesion molecules (C-lectins).;"New generation program is a pan-selectin inhibitor. Selectins are glycan binding proteins that play a key role in the body's defense mechanism against inflammation and are also potent mediators of inflammation. Selectins mediate the initial rolling or ""tethering"" of leukocytes on the vascular endothelium following inflammation or injury which leads to migration of inflammatory cells from the circulation into the surrounding tissue. They also activate inflammation cascade leading to vascular adhesion and activation of different leukocytes allowing their extravasation from the bloodstream into the inflamed tissue. The drug candidate binds to the selectin. Consequently selectins can no longer interact to their carbohydrate-containing binding partners. Inhibition of selectin binding to the endothelium might check the progression of inflammatory diseases.";" Revotar Biopharmaceuticals was engaged in the development of new generation program for the treatment of inflammatory diseases such as chronic obstructive pulmonary disease (COPD) and acute lung injury (ALI). In 2012, the drug candidate was under pre-clinical stage of development. Revotar Biopharmaceuticals AG has filed for bankruptcy.; The New Generation program revealed compounds which have drug-like properties (e.g. fulfill Lipinsky rules) which are novel SMDs with carbohydrate free backbone, which are potent (pan-) selectin antagonists, which show anti-inflammatory efficacy in several selectin-dependent animal models which are available for oral, intravenous and inhalative application, which are protected by a substantial patent portfolio. Since selectins are involved in the pathogenesis of most inflammatory diseases there is a broad spectrum of therapeutic areas as options for development of New Generation substances. Revotar currently focuses on developing its New Generation selectin antagonists for respiratory inflammatory indications like COPD and ALI. Ongoing/planned activities are extended in vivo evaluation of promising candidates, evaluate different indication tailored formulations (e.g. oral or inhalation for COPD), scale-up synthesis of selected compounds, start regulatory preclinical safety package..";Inactive;Innovator;Preclinical;20-Feb-2012;;;;
;17201;NGD-962;;;Ligand Pharmaceuticals Inc;Central Nervous System; Insomnia;Inactive; Global;NGD96-2,NGD 96-2,NGD 962,NGD 96 2,NGD-962,;Oral;Gamma-Aminobutyric Acid Type A Receptor Subunit (GABA(A) Receptor or GABR);Gamma-Aminobutyric Acid Type A Receptor Subunit (GABA(A) Receptor or GABR) Agonist;Small Molecule;N05CM Other hypnotics and sedatives;;;;;;NGD-962 was under development for the treatment of insomnia. The drug candidate is administered orally. It is a follow-on candidate of NGD-961. The drug acts by modulating specific gamma-amino butyric acid (GABA) receptor subtypes.;NGD-96-2 is a specific GABA neurotransmitter subtypes modulator. GABA decreases overall activity in many brain areas, helping the brain to shut down. GABA is reduced in the brain of individuals with insomnia, suggesting overactivity is present not only at the level of excessive thoughts and emotions, but can also be detected at the level of the nervous system. Increased GABA levels in persons with insomnia may reflect an allostatic response to chronic hyperarousal. Hypnotic GABA receptor modulators have different binding affinities, potencies and efficacies at specific receptor subtypes that may result in specific functionally discrete pharmacodynamic effects. GABA levels are reduced in insomnia. The drug candidate may regulate GABA and help in alleviating the disease.;" In animal models, the compound showed reduced activity at brain cell receptors. Animal  studies,  had  suggest that the compound is efficacious in inducing  sleep with fewer side effects than existing  therapies.; In December 2009, Ligand Pharmaceuticals Incorporated completed the acquisition of Neurogen Corporation for a purchase consideration of approximately USD 8.27 million. Neurogen stockholders received USD0.6 million in cash, 4.2 million new shares of Ligand's common stock at a price of USD0.16 per share, and four series of contingent value rights (CVRs).; In January 1992, Neurogen and Pfizer entered into the agreement pursuant to which Neurogen and Pfizer were collaborating in the discovery and development of anxiolytics and cognition enhancers which act through the GABA family of receptors.; Neurogen Corporation (now Ligand Pharmaceutical Incorporated) in collaboration with Pfizer was engaged in the development of NGD-962 for the treatment of insomnia. As of April 1999, the drug candidate was in pre-clinical stage of development.";Inactive;Innovator;Preclinical;01-Apr-1999;;;;
;17116;NGD-982;;;Sanofi;Central Nervous System;" Acute Stress Disorder; Anxiety Disorders; Depression";Inactive; Global;NGD98-2,Compound-59,Compound 59,Compound59,NGD 98-2,NGD-98-2,;Oral;Corticotropin Releasing Factor Receptor 1 (Corticotropin Releasing Hormone Receptor 1 or CRHR1);Corticotropin Releasing Factor Receptor 1 (Corticotropin Releasing Hormone Receptor 1 or CRHR1) Antagonist;Small Molecule;"N05BX Other anxiolytics; N06AX Other antidepressants";;;N-(1-ethylpropyl)-[3-methoxy-5-(2-methoxy-4-trifluoromethoxyphenyl)-6-methyl-pyrazin-2-yl]amine;;;NGD 98-2 was under development for the treatment of depression, anxiety, and other stress-related disorders. The drug candidate targets corticotrophin releasing factor (CRF1). The drug candidate is administered orally.;NGD 98-2 is a corticotrophin releasing factor (CRF1) antagonist. Corticotropin-releasing factor (CRF) are the key mediator of the mammalian responses to stress stimuli, which are recognized as an important neuromodulator of brain functions such as learning and anxiety. CRFR1 is modulated by a 37-kDa CRF-binding protein (CRFBP), which is localized in several distinct brain regions, including the cerebral cortex and the hippocampus.;" Aventis Pharma (Sanofi) was developing NGD-982. NGD 98-2 was in-licensed from Neurogen Corporation (Now Ligand Pharmaceutical Incorporated). As of December 2003 the drug candidate was in preclinical stage of development for the treatment of depression, anxiety, and other stress-related disorders.; Compound 59 was characterized as an orally bioavailable, brain penetrant, and highly selective CRF-1 receptor antagonist. Occupancy of rat brain CRF-1 receptors was quantified using ex vivo receptor occupancy assays, using both brain tissue homogenates as well as brain slices receptor autoradiography. Behaviorally, oral administration of 59 significantly antagonized CRF-induced locomotor activity at doses as low as 10 mg/kg and dose-dependently reduced the restraint stress-induced ACTH increases.The company investigated the inhibitory effects of a new generation, topology 2 selective CRF1 antagonists, NGD 98-2 and NGD 9002 on exogenous and endogenous CRF-induced stimulation of colonic function and visceral hypersensitivity to colorectal distension (CRD) in conscious rats. CRF1 antagonists or vehicle were administered orogastrically (og) or subcutaneously (sc) before either intracerebroventricular (icv) or intraperitoneal (ip) injection of CRF (10 µg/kg), exposure to water avoidance stress (WAS, 60 min) or repeated CRD (60 mmHg twice, 10 min on/off at a 30 min interval). Fecal pellet output (FPO), diarrhea and visceromotor responses were monitored. In vehicle (og)-pretreated rats, icv CRF stimulated FPO and induced diarrhea in &gt;50% of rats. NGD 98-2 or NGD 9002 (3, 10 and 30 mg/kg, og) reduced the CRF-induced FPO response with an inhibitory IC50 of 15.7 and 4.3 mg/kg respectively. At the highest dose, og NGD 98-2 or NGD 9002 blocked icv CRF-induced FPO by 67–87% and decreased WAS-induced-FPO by 23–53%. When administered sc, NGD 98-2 or NGD 9002 (30 mg/kg) inhibited icv and ip CRF-induced-FPO. The antagonists also prevented the development of nociceptive hyper-responsivity to repeated CRD. These data demonstrate that topology 2 CRF1 antagonists, NGD 98-2 and NGD 9002, administered orally, prevented icv CRF-induced colonic secretomotor stimulation, reduced acute WAS-induced defecation and blocked the induction of visceral sensitization to repeated CRD.; In December 2001, Neurogen Corporation and Aventis Pharma jointly announced an exclusive worldwide collaboration to develop new drugs for treatment of depression, anxiety, and other stress-related disorders based on Neurogen's innovative portfolio of pre-clinical corticotrophin releasing factor (CRF1) antagonist compounds. Neurogen was acquired by Ligand pharmaceuticals.; In May 2002, Neurogen Corporation filed a patent with application number (PCT/US2002/016529) entitled “5-substituted-2-arylpyridines as crf1 modulators”. The present invention related to 5-substituted-2-arylpyridine compounds act as selective modulators of CRF receptors. These compounds are useful in the treatment of a number of CNS and periphereal disorders, particularly stress, anxiety, depression, cardiovascular disorders, and eating disorders.";Inactive;Innovator;Preclinical;31-Dec-2003;;;;
;137092;NHP-554CZ;;;New Haven Pharmaceuticals Inc;Cardiovascular;" Cardiovascular; Stroke";Inactive; Global;NHP554CZ,NHP 554CZ,Second Generation Combination Micropump Aspirin Product,DURLAZA with Zinc Salts,;Oral;"Prostaglandin G/H Synthase 1 (Cyclooxygenase 1 or COX1 or Prostaglandin Endoperoxide Synthase 1 or Prostaglandin H2 Synthase 1 or PTGS1 or EC 1.14.99.1); Prostaglandin G/H Synthase 2 (Cyclooxygenase 2 or COX2 or Prostaglandin Endoperoxide Synthase 2 or PHS II or Prostaglandin H2 Synthase 2 or PTGS2 or EC 1.14.99.1)";"Prostaglandin G/H Synthase 1 (Cyclooxygenase 1 or COX1 or Prostaglandin Endoperoxide Synthase 1 or Prostaglandin H2 Synthase 1 or PTGS1 or EC 1.14.99.1) Inhibitor; Prostaglandin G/H Synthase 2 (Cyclooxygenase 2 or COX2 or Prostaglandin Endoperoxide Synthase 2 or PHS II or Prostaglandin H2 Synthase 2 or PTGS2 or EC 1.14.99.1) Inhibitor";Small Molecule;B01AC Platelet aggregation inhibitors excl. heparin;;; 2-acetyloxybenzoic acid ;C9H8O4; 50-78-2 ;NHP-554CZ was under development for the treatment of cardiovascular diseases and secondary prevention of stroke. It is a micropump formulation of aspirin administered through oral route. It is a successor to NHP-554C. It targets COX-1 and 2 enzymes. The drug candidate is developed based on micropump drug delivery and zinc salt technology.;NHP-554CZ (aspirin) directly and irreversibly inhibits the activity of both cyclooxygenase COX-1 and COX-2) to decrease the formation of precursors of prostaglandins and thromboxanes from arachidonic acid. Salicylate competitively inhibits prostaglandin formation. The platelet aggregation-inhibiting effect of acetylsalicylic acid specifically involves the compound's ability to act as an acetyl donor to cyclooxygenase. The drug candidate also inhibits production of the platelet aggregation inhibitor, prostacyclin, by blood vessel endothelial cells. Thus the drug candidate by exhibiting vasodilator activity helps in treatment of stroke and cardiovascular disorders.;" New Haven Pharmaceuticals was engaged in the development of NHP-554CZ for the treatment of cardiovascular diseases and secondary prevention of stroke. As of August 2016, the drug candidate was in preclinical stage of development. Company anticipates a phase I trial in 2017.; New Havens novel product pipeline employs proprietary, oral, controlled-release technologies, as well as intellectual property licensed from Yale University. New Haven has an exclusive worldwide license, to Micropump Aspirin from Flamel. Micropump aspirin, a controlled-release formulation of aspirin is approved in some European countries";Inactive;Innovator;Preclinical;31-Aug-2016;;;;
;137073;NHP-554L;aspirin;;New Haven Pharmaceuticals Inc;Infectious Disease; Hepatitis C;Inactive; Global;Micropump Aspirin,NHP 554L,NHP554L,;Oral;"Prostaglandin G/H Synthase 1 (Cyclooxygenase 1 or COX1 or Prostaglandin Endoperoxide Synthase 1 or Prostaglandin H2 Synthase 1 or PTGS1 or EC 1.14.99.1); Prostaglandin G/H Synthase 2 (Cyclooxygenase 2 or COX2 or Prostaglandin Endoperoxide Synthase 2 or PHS II or Prostaglandin H2 Synthase 2 or PTGS2 or EC 1.14.99.1)";"Prostaglandin G/H Synthase 1 (Cyclooxygenase 1 or COX1 or Prostaglandin Endoperoxide Synthase 1 or Prostaglandin H2 Synthase 1 or PTGS1 or EC 1.14.99.1) Inhibitor; Prostaglandin G/H Synthase 2 (Cyclooxygenase 2 or COX2 or Prostaglandin Endoperoxide Synthase 2 or PHS II or Prostaglandin H2 Synthase 2 or PTGS2 or EC 1.14.99.1) Inhibitor";Small Molecule;J05AP Antivirals for treatment of HCV infections;;;2-acetyloxybenzoic acid;C9H8O4;50-78-2;NHP-554L was under development for hepatoprotection in Hepatitis C virus infections. It is a micropump formulation of aspirin administered through oral route. It targets COX-1 and 2 enzymes. The drug candidate is developed based on micropump drug delivery and zinc salt technologies.;NHP-554L (Aspirin) acts by inhibiting cyclooxygenase and results in the inhibition of biosynthesis of prostaglandins. The anti-inflammatory effects of acetylsalicylic acid are due to actions by both the acetyl and the salicylate portions of the intact molecule as well as by the active salicylate metabolite. Acetylsalicylic acid directly and irreversibly inhibits the activity of both types of cyclooxygenase (COX-1 and COX-2) to decrease the formation of precursors of prostaglandins and thromboxanes from arachidonic acid. Aspirin exhibits hepatoprotective property by the down regulation of the proinflammatory cytokines, interleukins (IL-18 and IL-1beta), both of which are elevated in HCV-induced liver disease.;" New Haven Pharmaceuticals, Inc was engaged in the development of NHP-554L for hepatoprotection in Hepatitis C virus infections. As of October 2013, the drug candidate was in preclinical stage of development.; New Havens novel product pipeline employs proprietary, oral, controlled-release technologies, as well as intellectual property licensed from Yale University, which will enable optimal dosing, safety, efficacy and patient convenience.New Haven has an exclusive worldwide license to Micropump Aspirin from Flamel. Micropump aspirin, a controlled-release formulation of aspirin is approved in some European countries.";Inactive;Innovator;Preclinical;29-Oct-2013;;;;
;35377;nifedipine SR;nifedipine;;Mayne Pharma Group Ltd;Cardiovascular;" Cardiovascular; Hypertension";Inactive; Global;nifedipine Sustained Release,;Oral;Voltage Dependent L Type Calcium Channel;Voltage Dependent L Type Calcium Channel Blocker;Small Molecule;C08CA Dihydropyridine derivatives;;;dimethyl2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate;C17H18N2O6;21829-25-4;Nifedipine was under development for hypertension and other cardiovascular diseases. The drug candidate is formulated as a once a day sustained release capsule and administered through oral route. It acts by targeting voltage-dependent L type calcium channel.;Nifedipine works as a voltage-dependent L-type calcium channel blocker. The drug candidate is a peripheral arterial vasodilator which acts directly on vascular smooth muscle. The binding of nifedipine to voltage-dependent and possibly receptor-operated channels in vascular smooth muscle results in an inhibition of calcium influx through these channels. The reduction in calcium influx by nifedipine causes arterial vasodilation and decreased peripheral vascular resistance which results in reduced arterial blood pressure.;" In February 2007, Hospira Inc announced that it had completed the acquisition of Mayne Pharma Limited as it tied in with the firms skills in specialty generic injectible pharmaceuticals. However in November 2009, the oral pharmaceutical group of Mayne Pharma Limited was purchased from Hospira by Halcygen Pharmaceuticals Ltd. In November 2010, HalcyGen Pharmaceuticals changed its name to Mayne Pharma Group Limited, which was listed on the Australian Stock Exchange under the ASX code “MYX”.; In November 2009, Halcygen Pharmaceuticals acquired Mayne Pharma International Pty Ltd. On 17 November 2010 at the Halcygen Annual General Meeting, Halcygen Pharmaceuticals changed its name to Mayne Pharma Group Limited; Mayne Pharma Group Limited was engaged in the development of nifedipine for the treatment of hypertension and other cardiovascular diseases. As of July 2010, the drug candidate was in formulation (preclinical) stage of development and was available for licensing for all territories.";Inactive;Innovator;Preclinical;31-Jul-2010;;;;
