;Drug Id;Drug Name;Generic Name;Brand Name;Company Name;Therapy Area;Indication;Development Stage;Drug Geography;Alias Name;Route of Administration;Target;Mechanism of Action;Molecule Type;ATC Classification;Immunotherapy;Line of Therapy;Chemical Name;Chemical Formula;CAS Number;Drug Description;Mechanism of Action Description;R&D Progress;Highest Development Stage;Drug Type;Last Development Stage;Inactive/Discontinued Date;Reason for Discontinuation;Drug Descriptor;Application Type;Rare Disease
;216359;NVP-019;;;NeuroVive Pharmaceutical AB;Central Nervous System; Traumatic Brain Injury;Inactive; Global;NVP 019,NVP019,NCCIM,Non Cyclosporin Cyclophilin Iinhibiting Molecules,Next Generation Cyclophilin Inhibitors,;Intravenous;Peptidyl Prolyl Cis-Trans Isomerase F Mitochondrial (Cyclophilin D or Cyclophilin F or Mitochondrial Cyclophilin or Rotamase F or PPIF or EC 5.2.1.8);Peptidyl Prolyl Cis-Trans Isomerase F Mitochondrial (Cyclophilin D or Cyclophilin F or Mitochondrial Cyclophilin or Rotamase F or PPIF or EC 5.2.1.8) Inhibitor;Small Molecule;"C01EB Other cardiac preparations; G04BX Other urologicals; N07XX Other nervous system drugs";;;;;;NVP-019 was under development for the treatment of acute kidney injury, myocardial infarction, traumatic brain injury (TBI) and reperfusion injury. It belongs to a family of molecules known as Sangamides and is developed based on chemistry platform of polyketides. The drug candidate is administered intravenously. The drug candidate is a fourth generation non cyclosporine acts by targeting cyclophilin D.;NVP-019 acts as a Cyclophilin-D inhibitor. Absorption of more calcium by mitochondria without collapsing, allowing them to survive. As mitochondria survive to produce energy for the brain and other cells, fewer cells die during the secondary stage of tissue damage post-acute trauma. The drug candidate by inhibiting swelling in de-energized mitochondria or by increasing calcium retention capacity (CRC), helps to achieve therapeutic intervention.;" &lt;p&gt;NeuroVive Pharmaceutical AB announced that the company has completed the private placement of 20,897,854 shares of its common stock at a price of SEK1.35 per share, for gross proceeds of SEK28.2 million (USD3.03 million). The offering was subscribed to by reputable Swedish and international investors led by Nyenburgh Investment Partners. The company intends to use the proceeds to accelerate clinical development activities.&lt;/p&gt;; Company reported that NVP-019 demonstrated inhibiting PTP in both rodent and human heart mitochondria. Anesthetized mice underwent 45 minutes of coronary artery occlusion followed by 24 hours of reperfusion. Area at risk (AAR) was assessed by blue dye injection and infarct size (IS) by triphenyltetrazolium chloride staining. Mice received either NVP019 (10 mg/kg) or vehicle (saline), administered as an IV bolus 5 minutes prior to reperfusion. Mitochondria were isolated from the risk region at the end of reperfusion and PTP opening was assessed in vitro by measuring the calcium retention capacity. PTP was analyzed in mitochondria isolated from CypD-KO mice, human atrial and ventricular tissue samples. NeuroVive Pharmaceutical AB reported that the goal of NVP019 is to develop monitoring preparations for CicloMulsion and NeuroSTAT at reperfusion injury and brain injury (lifecycle managemen) and that with chemistry platform also addressing other indications in the cardiovascular and CNS areas (label extension). NVP019 intravenous formulation is under development for clinical trials in acute diseases.; NeuroVive Pharmaceutical AB announced that it has entered into a research partnership with University of Pennsylvania to enhance NeuroVive's traumatic brain injury (TBI) research and development program. The agreement between University of Pennsylvania and NeuroVive represents the expanding footprint beyond Europe into the US and will further advance the company's understanding of and presence in the US market. The research collaboration is to provide more data on NeuroVive's drug for the treatment of TBI, NeuroSTAT and will provide the company with additional preclinical data to support the regulatory filings for the TBI indication.; NeuroVive Pharmaceutical AB was developing NVP-019 (NCCIM, non cyclosporin cyclophilin iinhibiting molecules). As of September 2016, it was in preclinical stage for the treatment of acute kidney injury.  As of July 2016, the drug candidate was in preclinical stage of development for the treatment of reperfusion injury, myocardial infarction and traumatic brain injury (TBI) .";Inactive;Innovator;Preclinical;13-Jul-2016;;;;
;216359;NVP-019;;;NeuroVive Pharmaceutical AB;Genito Urinary System And Sex Hormones; Acute Renal Failure (ARF) (Acute Kidney Injury);Inactive; Global;NVP 019,NVP019,NCCIM,Non Cyclosporin Cyclophilin Iinhibiting Molecules,Next Generation Cyclophilin Inhibitors,;Intravenous;Peptidyl Prolyl Cis-Trans Isomerase F Mitochondrial (Cyclophilin D or Cyclophilin F or Mitochondrial Cyclophilin or Rotamase F or PPIF or EC 5.2.1.8);Peptidyl Prolyl Cis-Trans Isomerase F Mitochondrial (Cyclophilin D or Cyclophilin F or Mitochondrial Cyclophilin or Rotamase F or PPIF or EC 5.2.1.8) Inhibitor;Small Molecule;"C01EB Other cardiac preparations; G04BX Other urologicals; N07XX Other nervous system drugs";;;;;;NVP-019 was under development for the treatment of acute kidney injury, myocardial infarction, traumatic brain injury (TBI) and reperfusion injury. It belongs to a family of molecules known as Sangamides and is developed based on chemistry platform of polyketides. The drug candidate is administered intravenously. The drug candidate is a fourth generation non cyclosporine acts by targeting cyclophilin D.;NVP-019 acts as a Cyclophilin-D inhibitor. Absorption of more calcium by mitochondria without collapsing, allowing them to survive. As mitochondria survive to produce energy for the brain and other cells, fewer cells die during the secondary stage of tissue damage post-acute trauma. The drug candidate by inhibiting swelling in de-energized mitochondria or by increasing calcium retention capacity (CRC), helps to achieve therapeutic intervention.;" &lt;p&gt;NeuroVive Pharmaceutical AB announced that the company has completed the private placement of 20,897,854 shares of its common stock at a price of SEK1.35 per share, for gross proceeds of SEK28.2 million (USD3.03 million). The offering was subscribed to by reputable Swedish and international investors led by Nyenburgh Investment Partners. The company intends to use the proceeds to accelerate clinical development activities.&lt;/p&gt;; Company reported that NVP-019 demonstrated inhibiting PTP in both rodent and human heart mitochondria. Anesthetized mice underwent 45 minutes of coronary artery occlusion followed by 24 hours of reperfusion. Area at risk (AAR) was assessed by blue dye injection and infarct size (IS) by triphenyltetrazolium chloride staining. Mice received either NVP019 (10 mg/kg) or vehicle (saline), administered as an IV bolus 5 minutes prior to reperfusion. Mitochondria were isolated from the risk region at the end of reperfusion and PTP opening was assessed in vitro by measuring the calcium retention capacity. PTP was analyzed in mitochondria isolated from CypD-KO mice, human atrial and ventricular tissue samples. NeuroVive Pharmaceutical AB reported that the goal of NVP019 is to develop monitoring preparations for CicloMulsion and NeuroSTAT at reperfusion injury and brain injury (lifecycle managemen) and that with chemistry platform also addressing other indications in the cardiovascular and CNS areas (label extension). NVP019 intravenous formulation is under development for clinical trials in acute diseases.; NeuroVive Pharmaceutical AB announced that it has entered into a research partnership with University of Pennsylvania to enhance NeuroVive's traumatic brain injury (TBI) research and development program. The agreement between University of Pennsylvania and NeuroVive represents the expanding footprint beyond Europe into the US and will further advance the company's understanding of and presence in the US market. The research collaboration is to provide more data on NeuroVive's drug for the treatment of TBI, NeuroSTAT and will provide the company with additional preclinical data to support the regulatory filings for the TBI indication.; NeuroVive Pharmaceutical AB was developing NVP-019 (NCCIM, non cyclosporin cyclophilin iinhibiting molecules). As of September 2016, it was in preclinical stage for the treatment of acute kidney injury.  As of July 2016, the drug candidate was in preclinical stage of development for the treatment of reperfusion injury, myocardial infarction and traumatic brain injury (TBI) .";Inactive;Innovator;Preclinical;12-Sep-2016;;;;
;216359;NVP-019;;;NeuroVive Pharmaceutical AB;Cardiovascular;" Myocardial Infarction; Reperfusion Injury";Inactive; Global;NVP 019,NVP019,NCCIM,Non Cyclosporin Cyclophilin Iinhibiting Molecules,Next Generation Cyclophilin Inhibitors,;Intravenous;Peptidyl Prolyl Cis-Trans Isomerase F Mitochondrial (Cyclophilin D or Cyclophilin F or Mitochondrial Cyclophilin or Rotamase F or PPIF or EC 5.2.1.8);Peptidyl Prolyl Cis-Trans Isomerase F Mitochondrial (Cyclophilin D or Cyclophilin F or Mitochondrial Cyclophilin or Rotamase F or PPIF or EC 5.2.1.8) Inhibitor;Small Molecule;"C01EB Other cardiac preparations; G04BX Other urologicals; N07XX Other nervous system drugs";;;;;;NVP-019 was under development for the treatment of acute kidney injury, myocardial infarction, traumatic brain injury (TBI) and reperfusion injury. It belongs to a family of molecules known as Sangamides and is developed based on chemistry platform of polyketides. The drug candidate is administered intravenously. The drug candidate is a fourth generation non cyclosporine acts by targeting cyclophilin D.;NVP-019 acts as a Cyclophilin-D inhibitor. Absorption of more calcium by mitochondria without collapsing, allowing them to survive. As mitochondria survive to produce energy for the brain and other cells, fewer cells die during the secondary stage of tissue damage post-acute trauma. The drug candidate by inhibiting swelling in de-energized mitochondria or by increasing calcium retention capacity (CRC), helps to achieve therapeutic intervention.;" &lt;p&gt;NeuroVive Pharmaceutical AB announced that the company has completed the private placement of 20,897,854 shares of its common stock at a price of SEK1.35 per share, for gross proceeds of SEK28.2 million (USD3.03 million). The offering was subscribed to by reputable Swedish and international investors led by Nyenburgh Investment Partners. The company intends to use the proceeds to accelerate clinical development activities.&lt;/p&gt;; Company reported that NVP-019 demonstrated inhibiting PTP in both rodent and human heart mitochondria. Anesthetized mice underwent 45 minutes of coronary artery occlusion followed by 24 hours of reperfusion. Area at risk (AAR) was assessed by blue dye injection and infarct size (IS) by triphenyltetrazolium chloride staining. Mice received either NVP019 (10 mg/kg) or vehicle (saline), administered as an IV bolus 5 minutes prior to reperfusion. Mitochondria were isolated from the risk region at the end of reperfusion and PTP opening was assessed in vitro by measuring the calcium retention capacity. PTP was analyzed in mitochondria isolated from CypD-KO mice, human atrial and ventricular tissue samples. NeuroVive Pharmaceutical AB reported that the goal of NVP019 is to develop monitoring preparations for CicloMulsion and NeuroSTAT at reperfusion injury and brain injury (lifecycle managemen) and that with chemistry platform also addressing other indications in the cardiovascular and CNS areas (label extension). NVP019 intravenous formulation is under development for clinical trials in acute diseases.; NeuroVive Pharmaceutical AB announced that it has entered into a research partnership with University of Pennsylvania to enhance NeuroVive's traumatic brain injury (TBI) research and development program. The agreement between University of Pennsylvania and NeuroVive represents the expanding footprint beyond Europe into the US and will further advance the company's understanding of and presence in the US market. The research collaboration is to provide more data on NeuroVive's drug for the treatment of TBI, NeuroSTAT and will provide the company with additional preclinical data to support the regulatory filings for the TBI indication.; NeuroVive Pharmaceutical AB was developing NVP-019 (NCCIM, non cyclosporin cyclophilin iinhibiting molecules). As of September 2016, it was in preclinical stage for the treatment of acute kidney injury.  As of July 2016, the drug candidate was in preclinical stage of development for the treatment of reperfusion injury, myocardial infarction and traumatic brain injury (TBI) .";Inactive;Innovator;Preclinical;13-Jul-2016;;;;
;14904;NXL-201;;;AstraZeneca Plc;Infectious Disease; Fungal Infections;Inactive; Global;HMR3270, IP960, NXL 201, IP 960, IP-960, HMR 3270, HMR-3270, NXL201, Aminocandin,;Parenteral;1,3 Beta Glucan Synthase (EC 2.4.1.34);1,3 Beta Glucan Synthase (EC 2.4.1.34) Inhibitor;Small Molecule;J02AX Other antimycotics for systemic use;;First Line Therapy;;;;NXL-201 was under development for the treatment of  invasive fungal infections. It is administered through parenteral route. NXL201 (aminocandin) is a member of echinocandin class of antifungal agents. It acts by targeting 1,3 Beta Glucan Synthase.;NXL201 inhibits the synthesis of beta-13-D-glucan, an essential component of the cell wall of a number of pathogenic fungi. Beta-(1,3)-D-glucan synthase is an enzyme that is necessary for the synthesis of an essential component of the cell wall of several fungi. The drug candidate by inhibiting ß-(1,3)-glucan synthase, damages fungal cell walls;" In December 2006, Novexel and Indevus signed an agreement over the out-licensing of NXL201. Indevus Pharmaceuticals was acquired by Endo Pharmaceuticals Inc in March 2009 and on December 2009 Novexel announced that its shareholders have signed a definitive agreement whereby Novexel shall be acquired by AstraZeneca for a total cash consideration, including contingent payments and the net cash position of the company at closing. The transaction was completed on 3rd March 2010.; Novexel SA (acquired by AstraZeneca) was engaged in the development of NXL-201 for the treatment of invasive fungal infections. As of December 2009, NXL201 was in preclinical stage of development. On March 2010, AstraZeneca completed the acquisition of Novexel SA.";Inactive;Innovator;Preclinical;23-Dec-2009;;;;
;265654;NYK-1341;;;Chaperone Pharma BV;Immunology; Delayed Graft Function (DGF);Inactive; Global;Program For AKI,Program For Acute Renal Failure,Program For Acute Kidney Injury ,NYK1341 ,NYK 1341,;Intravenous;"Heat Shock Protein 70 (HSP70); Heat Shock Protein Beta 1 (Estrogen Regulated 24 kDa Protein or Heat Shock 27 kDa Protein or Stress Responsive Protein 27 or HSP28 or HSP27 or HSPB1)";"Heat Shock Protein 70 (HSP70) Activator; Heat Shock Protein Beta 1 (Estrogen Regulated 24 kDa Protein or Heat Shock 27 kDa Protein or Stress Responsive Protein 27 or HSP28 or HSP27 or HSPB1) Activator";Small Molecule;G04BX Other urologicals;;;;;;NYK-1341 was under development for the treatment of acute kidney injury and delayed graft function. The drug candidate is administered through intravenous route. It acts by targeting heat shock protein 70 and heat shock protein 27. The drug candidate is derived from geranylgeranylacetone (GGA). The drug candidate is being developed by using HSP technology.;NYK-1341 is HSP70 and HSP 27 activator. Heat shock protein 70 (Hsp70) is a potent antiapoptotic protein that works by simultaneously interrupting several steps in the cell death pathway. The drug candidates promotes the Hsp70 expression and protects the heart and brain from ischemia. Hsp70 targets mitochondria, a key site for integrating survival and death signal events regulated by members of the B-cell lymphoma 2 (BCL2) protein family. The drug candidates acting as a mimetic of HSF may induce the expression of HSP70 and HSP 27. HSP70 is localized mainly in the tubular epithelial cells and decreases BUN and serum creatinine levels after ischemia/ reperfusion injury.;" In December 2016, Nyken’s intellectual property and patent portfolio on HSF1 activating drugs has been acquired by Chaperone Pharma.; NYK1341 proved to be a renal protective in a rat model for renal ischemia/reperfusion injury and in a brain-dead rat kidney transplantation model. As of now NYK1341, in vitro and in vivo PK/ADME, safety and proof-of-concept efficacy data in acute nephropathy rodent models are curently available.; Nyken BV was developing NYK-1341 for acute kidney injury and delayed graft function. As of November 2016, the drug candidate was in the preclinical stage of development.; On 1 July 2012, Nyken, Syncom and UMCG reported that successful results from their library screen for heat shock factor 1 mimetics. The consortium announced successful completion of their library screen for novel potent Heat Shock Factor 1 (HSF1) mimetics. This project was funded by an IAG3 grant from the Provence of Groningen, EFRO and SNN. In the frame of the consortium, Syncom has synthesized over 100 strategic chemical isosters of GGA, representing the most suitable chemical variants of GGA with improved physicochemical characteristics. Nyken and UMCG have screened these compounds mechanistically for HSF1 activity, and tested their protective effectiveness against Atrial Fibrillation Remodeling in atrial cardiomyocytes. The company is looking for outlicensing or for research and strategic partnerships from the pharmaceutical companies and investors to develop this drug candidate up to clinical phase IIa.";Inactive;Innovator;Preclinical;04-Nov-2016;;;;
;265654;NYK-1341;;;Chaperone Pharma BV;Genito Urinary System And Sex Hormones; Acute Renal Failure (ARF) (Acute Kidney Injury);Inactive; Global;Program For AKI,Program For Acute Renal Failure,Program For Acute Kidney Injury ,NYK1341 ,NYK 1341,;Intravenous;"Heat Shock Protein 70 (HSP70); Heat Shock Protein Beta 1 (Estrogen Regulated 24 kDa Protein or Heat Shock 27 kDa Protein or Stress Responsive Protein 27 or HSP28 or HSP27 or HSPB1)";"Heat Shock Protein 70 (HSP70) Activator; Heat Shock Protein Beta 1 (Estrogen Regulated 24 kDa Protein or Heat Shock 27 kDa Protein or Stress Responsive Protein 27 or HSP28 or HSP27 or HSPB1) Activator";Small Molecule;G04BX Other urologicals;;;;;;NYK-1341 was under development for the treatment of acute kidney injury and delayed graft function. The drug candidate is administered through intravenous route. It acts by targeting heat shock protein 70 and heat shock protein 27. The drug candidate is derived from geranylgeranylacetone (GGA). The drug candidate is being developed by using HSP technology.;NYK-1341 is HSP70 and HSP 27 activator. Heat shock protein 70 (Hsp70) is a potent antiapoptotic protein that works by simultaneously interrupting several steps in the cell death pathway. The drug candidates promotes the Hsp70 expression and protects the heart and brain from ischemia. Hsp70 targets mitochondria, a key site for integrating survival and death signal events regulated by members of the B-cell lymphoma 2 (BCL2) protein family. The drug candidates acting as a mimetic of HSF may induce the expression of HSP70 and HSP 27. HSP70 is localized mainly in the tubular epithelial cells and decreases BUN and serum creatinine levels after ischemia/ reperfusion injury.;" In December 2016, Nyken’s intellectual property and patent portfolio on HSF1 activating drugs has been acquired by Chaperone Pharma.; NYK1341 proved to be a renal protective in a rat model for renal ischemia/reperfusion injury and in a brain-dead rat kidney transplantation model. As of now NYK1341, in vitro and in vivo PK/ADME, safety and proof-of-concept efficacy data in acute nephropathy rodent models are curently available.; Nyken BV was developing NYK-1341 for acute kidney injury and delayed graft function. As of November 2016, the drug candidate was in the preclinical stage of development.; On 1 July 2012, Nyken, Syncom and UMCG reported that successful results from their library screen for heat shock factor 1 mimetics. The consortium announced successful completion of their library screen for novel potent Heat Shock Factor 1 (HSF1) mimetics. This project was funded by an IAG3 grant from the Provence of Groningen, EFRO and SNN. In the frame of the consortium, Syncom has synthesized over 100 strategic chemical isosters of GGA, representing the most suitable chemical variants of GGA with improved physicochemical characteristics. Nyken and UMCG have screened these compounds mechanistically for HSF1 activity, and tested their protective effectiveness against Atrial Fibrillation Remodeling in atrial cardiomyocytes. The company is looking for outlicensing or for research and strategic partnerships from the pharmaceutical companies and investors to develop this drug candidate up to clinical phase IIa.";Inactive;Innovator;Preclinical;04-Nov-2016;;;;
;1241;O-1369;;;Alseres Pharmaceuticals, Inc. (Inactive);Central Nervous System; Parkinson's Disease;Inactive; Global;O 1369,O1369,;"Intramuscular; Oral";Sodium Dependent Dopamine Transporter (DA Transporter or DAT or Solute Carrier Family 6 Member 3 or SLC6A3);Sodium Dependent Dopamine Transporter (DA Transporter or DAT or Solute Carrier Family 6 Member 3 or SLC6A3) Inhibitor;Small Molecule;N04 ANTI-PARKINSON DRUGS;;;;;;O-1369 was under development for the treatment of Parkinson's disease. It is administered through intramuscular and oral route. The drug acts by targeting dopamine transporter.;O-1369 acts by inhibiting dopamine transporter. The carrier molecule that transports dopamine (DA) into dopamine neurons by an electrogenic, Na(+)- and Cl(-)-transport-coupled mechanism is known as the dopamine transporter (DAT). By blocking this transporter extracellular dopamine levels can be increased.;" Alseres Pharmaceuticals, Inc. (formerly Boston Life Sciences Inc.) was developing O-1369 for the treatment of Parkinson's disease. As of March 2008, the drug was in pre-clinical stage of development.; As of 2008, In some cases of pre-clinical studies efficacy results with DAT blocker were comparable to that of a standard dopamine agonist. Dopamine agonists are routinely used to treat the symptoms of PD both as mono-therapy agents and in conjunction with the most common treatment, Levodopa. The studies have shown that lead compounds bind to the DAT in vitro at low concentrations and are effective in vitro at blocking DAT re-uptake also at low concentrations. Our lead compounds have also been shown to enter the brain after oral dosing in rodents and to alleviate the symptoms of PD in non-human primates. The company was seeking a partner to advance our neurodegenerative disease program into clinical trials but there can be no assurance that a partner will be identified or that any terms will be acceptable.; In Oct 2007, Alseres Pharmaceuticals, Inc. filed a patent (US 11/931,9790) entitled ""Methods for imaging dopamine transporter level"". The invention relates to imaging the dopamine transporter, and to diagnosing and monitoring neurological disorders.";Inactive;Innovator;Preclinical;10-Mar-2008;;;;
;220152;olanzapine;olanzapine;;Laboratorios Farmaceuticos Rovi SA;Central Nervous System; Schizophrenia;Inactive; Global;olanzapine ,olanzapine monthly,;Parenteral;"5-Hydroxytryptamine Receptor 2A (5 HT2A or Serotonin Receptor 2A or HTR2A); D2 Dopamine Receptor (Dopamine D2 Receptor or DRD2)";"5-Hydroxytryptamine Receptor 2A (5 HT2A or Serotonin Receptor 2A or HTR2A) Antagonist; D2 Dopamine Receptor (Dopamine D2 Receptor or DRD2) Antagonist";Small Molecule;N05AH Diazepines, oxazepines, thiazepines and oxepines;;;2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[3,2-c][1,5]benzodiazepine;C17H20N4S;132539-06-1;Olanzapine (Olanzapine monthly) was under development for the treatment of schizophrenia. The drug candidate is a small molecule and administered through parenteral route. The drug candidate is developed using In Situ Microparticles (ISM) platform.;Olanzapine binds with high affinity to serotonin 5HT2A, dopamine D2  receptors and the antipsychotic activity is likely due to a combination of antagonism at D2 receptors in the mesolimbic pathway and 5HT2A receptors in the frontal cortex. Antagonism at D2 receptors relieves positive symptoms while antagonism at 5HT2A receptors relieves negative symptoms of schizophrenia.;" In November 2012, Laboratorios Farmaceuticos Rovi, S.A. filed for a patent regarding preparation of injectable depot compositions with patnet application number US 13/690,707, entitled 'Methods for the Preparation of Injectable Depot Compositions'. Patent was published in July 2013. In April 2012, the company reported that the antipsychotic ISM program is continuing its pre-clinical development on new candidate olanzapine in order to start human testing by second half of next year (2013).; Rovi Pharmaceuticals Laboratories was developing olanzapine (olanzapine monthly) for the treatment of schizophrenia. As of November 2011, the drug candidate was in preclinical stage of development.";Inactive;Innovator;Preclinical;05-Nov-2011;;;;
;37031;olanzapine ER;olanzapine;;Alkermes Plc;Central Nervous System; Schizophrenia;Inactive; Global;ALKS7921,ALKS-7921,Olanzapine,ALKS 7921,olanzapine Extended Release,;Parenteral;"5-Hydroxytryptamine Receptor 2A (5 HT2A or Serotonin Receptor 2A or HTR2A); D2 Dopamine Receptor (Dopamine D2 Receptor or DRD2)";"5-Hydroxytryptamine Receptor 2A (5 HT2A or Serotonin Receptor 2A or HTR2A) Antagonist; D2 Dopamine Receptor (Dopamine D2 Receptor or DRD2) Antagonist";Small Molecule;N05AH Diazepines, oxazepines, thiazepines and oxepines;;;2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[3,2-c][1,5]benzodiazepine;C17H20N4S;132539-06-1; Olanzapine ( ALKS-7921) was under development for the treatment of schizophrenia. The drug candidate is administered as an injection. The drug candidate targets 5-HT2A receptor and D2 dopamine Receptor. It is a once-monthly, extended-release version of olanzapine. The drug candidate is developed based on LinkeRx platform.; Olanzapine binds with high affinity to serotonin 5HT2A, dopamine D2 receptors and the antipsychotic activity is likely due to a combination of antagonism at D2 receptors in the mesolimbic pathway and 5HT2A receptors in the frontal cortex. Antagonism at D2 receptors relieves positive symptoms while antagonism at 5HT2A receptors relieves negative symptoms of schizophrenia.;" Alkermes Plc was engaged in the development of olanzapine (ALKS-7921 ) for the treatment of schizophrenia. As of May 2010 the drug candidate was in the preclinical stage of development.; In May 2011, Alkermes plc and Elan Corporation, plc announced the completion of the merger between Alkermes, Inc. and Elan Drug Technologies (EDT), the drug formulation and manufacturing business unit of Elan, following the approval of the merger by Alkermes, Inc. shareholders on Sept. 8, 2011. The businesses were combined under a newly-formed company, Alkermes plc.";Inactive;Innovator;Preclinical;13-May-2010;;;;
;409787;olanzapine SR;olanzapine;;Auritec Pharmaceuticals Inc;Central Nervous System; Psychiatric Disorders;Inactive; United States;Sustained release depot olanzapine,;Parenteral;"5-Hydroxytryptamine Receptor 2A (5 HT2A or Serotonin Receptor 2A or HTR2A); D2 Dopamine Receptor (Dopamine D2 Receptor or DRD2)";"5-Hydroxytryptamine Receptor 2A (5 HT2A or Serotonin Receptor 2A or HTR2A) Antagonist; D2 Dopamine Receptor (Dopamine D2 Receptor or DRD2) Antagonist";Small Molecule;N05AH Diazepines, oxazepines, thiazepines and oxepines;;;2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[3,2-c][1,5]benzodiazepine;C17-H20-N4-S;132539-06-1;Olanzapine was under development for the treatment of psychiatric disorders. The drug candidate is sustained release formulation administered through parenteral route. It is developed based on Versa technology. It acts by targeting serotonin receptor 2A and D2 dopamine receptor.;Olanzapine's antipsychotic activity is due to a combination of antagonism at dopamine D2 receptors in the mesolimbic pathway relieves positive symptoms of psychotic disorders.;" Auritec Pharmaceuticals Inc was developing olanzapine SR for the treatment of psychiatric disorders. As of May 2013, the drug candidate was in the preclinical stage of development.The company intended to file the drug candidate through 505(b) (2) regulatory pathway.; During 2004 to 2011, Auritec Pharmaceuticals Inc was awarded research and development contract fund of USD 1,173,894 from National institute of mental health [1R43MH068925-01A1, 2R44MH068925-02A2 and 5R44MH068925-03] for the project entitled “sustained release depot olanzapine”.";Inactive;Innovator;Preclinical;31-May-2013;;;NDA-505(b)(2);
